Mission ID,Launch_Year,Launch_Month,Launch_Day,Country,Agency,Rocket,Launch_Site,Payload_kg,Launch_Cost_USD,Fuel_Used_Tons,Mission_Duration_Days,Delay_Days,Crew_Size,Weather,Orbit_Type,Satellite_Type,Mission_Status,Failure_Reason,Revenue_USD
8653,2000,6,17,China,ESA,Ariane 6,Guiana Space Centre,39032,53000000,302,20,12,4,Rain,Polar,Navigation,Success,No Failure,186000000
8654,2000,4,3,UAE,ISRO,Falcon 9,Tanegashima Space Center,49220,371000000,413,109,5,1,Clear,Polar,Communication,Success,No Failure,538000000
8655,2012,2,21,Japan,SpaceX,Soyuz,Satish Dhawan Space Centre,29336,41000000,242,199,4,6,Rain,MEO,Navigation,Success,No Failure,226000000
8656,2002,5,10,China,ISRO,Starship,Satish Dhawan Space Centre,37426,399000000,327,233,4,5,Cloudy,LEO,Military,Success,No Failure,590000000
8657,2009,2,28,China,JAXA,Falcon 9,Kennedy Space Center,4646,167000000,706,172,1,0,Cloudy,Sun-Synchronous,Communication,Success,No Failure,288000000
8658,2020,1,13,China,ISRO,Ariane 6,Satish Dhawan Space Centre,19515,417000000,84,184,9,6,Storm,MEO,Navigation,Success,No Failure,504000000
8659,2002,3,25,India,SpaceX,H-IIA,Satish Dhawan Space Centre,31262,170000000,728,218,13,4,Rain,MEO,Weather,Success,No Failure,243000000
8660,2008,10,25,Russia,JAXA,Starship,Baikonur Cosmodrome,45366,86000000,293,17,8,6,Cloudy,Polar,Scientific,Failure,Communication Failure,280000000
8661,2007,10,26,Russia,JAXA,GSLV Mk III,Kennedy Space Center,44470,422000000,634,42,11,6,Storm,Sun-Synchronous,Weather,Failure,Engine Failure,486000000
8662,2002,12,23,USA,ISRO,Starship,Kennedy Space Center,5940,97000000,872,156,4,4,Clear,Sun-Synchronous,Communication,Success,No Failure,203000000
8663,2024,3,23,China,CNSA,Ariane 6,Baikonur Cosmodrome,20273,251000000,694,21,2,4,Rain,Polar,Communication,Success,No Failure,448000000
8664,2012,8,10,Russia,Roscosmos,Ariane 6,Satish Dhawan Space Centre,48843,58000000,122,151,10,1,Cloudy,Polar,Communication,Success,No Failure,135000000
8665,2005,7,16,USA,JAXA,Long March 5,Satish Dhawan Space Centre,12768,184000000,676,111,6,3,Cloudy,Polar,Navigation,Success,No Failure,297000000
8666,2012,11,12,India,CNSA,Ariane 6,Kennedy Space Center,26290,118000000,316,304,5,1,Storm,Sun-Synchronous,Military,Success,No Failure,163000000
8667,2022,3,14,China,ISRO,GSLV Mk III,Satish Dhawan Space Centre,20445,148000000,383,315,14,4,Storm,Sun-Synchronous,Communication,Success,No Failure,314000000
8668,2019,3,3,Japan,NASA,Falcon 9,Kennedy Space Center,22425,38000000,671,128,10,0,Storm,MEO,Military,Failure,Engine Failure,89000000
8669,2019,7,16,India,NASA,GSLV Mk III,Satish Dhawan Space Centre,8158,290000000,217,52,5,5,Clear,GEO,Communication,Success,No Failure,417000000
8670,2011,2,23,USA,Roscosmos,Starship,Tanegashima Space Center,25691,492000000,777,273,4,3,Cloudy,MEO,Scientific,Success,No Failure,550000000
8671,2012,7,27,India,JAXA,H-IIA,Baikonur Cosmodrome,37926,20000000,389,294,3,7,Storm,LEO,Weather,Success,No Failure,45000000
8672,2001,2,17,Japan,ISRO,GSLV Mk III,Jiuquan Satellite Launch Center,7921,306000000,146,75,5,4,Cloudy,GEO,Navigation,Success,No Failure,425000000
8673,2020,2,17,India,ESA,Long March 5,Guiana Space Centre,9822,199000000,949,351,6,7,Rain,Sun-Synchronous,Scientific,Success,No Failure,310000000
8674,2023,3,1,USA,JAXA,Soyuz,Tanegashima Space Center,22514,446000000,944,300,14,6,Clear,MEO,Scientific,Success,No Failure,616000000
8675,2022,7,9,Japan,ISRO,GSLV Mk III,Satish Dhawan Space Centre,5855,275000000,641,88,11,5,Cloudy,Sun-Synchronous,Military,Success,No Failure,397000000
8676,2015,7,4,Japan,NASA,Ariane 6,Guiana Space Centre,10213,193000000,778,20,13,7,Rain,GEO,Scientific,Failure,Weather,213000000
8677,2022,2,6,India,SpaceX,Long March 5,Jiuquan Satellite Launch Center,41280,361000000,747,69,13,7,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,549000000
8678,2005,2,20,Japan,Roscosmos,GSLV Mk III,Tanegashima Space Center,21335,69000000,932,170,7,1,Rain,MEO,Communication,Failure,Software Bug,140000000
8679,2018,3,8,UAE,SpaceX,Falcon Heavy,Jiuquan Satellite Launch Center,35932,39000000,113,154,14,6,Clear,GEO,Weather,Success,No Failure,116000000
8680,2020,8,2,India,ESA,Soyuz,Baikonur Cosmodrome,38130,124000000,628,305,1,7,Clear,MEO,Navigation,Success,No Failure,167000000
8681,2012,2,21,China,ISRO,Falcon 9,Guiana Space Centre,25379,209000000,145,106,3,2,Clear,MEO,Weather,Success,No Failure,256000000
8682,2016,12,25,Japan,ESA,Ariane 6,Jiuquan Satellite Launch Center,45439,258000000,595,327,10,4,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,389000000
8683,2022,12,21,India,SpaceX,Long March 5,Guiana Space Centre,10586,62000000,418,219,6,0,Cloudy,GEO,Navigation,Success,No Failure,182000000
8684,2008,4,11,China,ISRO,GSLV Mk III,Baikonur Cosmodrome,34783,24000000,394,274,2,2,Rain,Sun-Synchronous,Military,Success,No Failure,159000000
8685,2016,6,2,Japan,JAXA,H-IIA,Jiuquan Satellite Launch Center,1083,482000000,491,358,4,2,Clear,GEO,Weather,Success,No Failure,678000000
8686,2001,11,14,China,CNSA,Soyuz,Tanegashima Space Center,32360,267000000,500,95,9,1,Clear,LEO,Military,Success,No Failure,319000000
8687,2018,5,4,France,CNSA,Falcon 9,Guiana Space Centre,47221,85000000,952,265,13,1,Rain,LEO,Weather,Success,No Failure,144000000
8688,2018,10,15,Japan,JAXA,Soyuz,Jiuquan Satellite Launch Center,27122,415000000,283,322,6,5,Rain,GEO,Scientific,Success,No Failure,527000000
8689,2023,3,18,France,ESA,Long March 5,Baikonur Cosmodrome,49771,270000000,724,246,8,3,Storm,Sun-Synchronous,Weather,Success,No Failure,437000000
8690,2006,10,18,USA,CNSA,Falcon Heavy,Jiuquan Satellite Launch Center,41176,147000000,206,316,5,4,Cloudy,Polar,Communication,Failure,Software Bug,176000000
8691,2021,3,18,USA,CNSA,Long March 5,Jiuquan Satellite Launch Center,30673,204000000,842,108,1,5,Clear,GEO,Communication,Success,No Failure,228000000
8692,2009,8,27,India,NASA,Long March 5,Tanegashima Space Center,45025,207000000,77,293,8,3,Cloudy,MEO,Weather,Success,No Failure,348000000
8693,2009,4,15,Russia,CNSA,H-IIA,Satish Dhawan Space Centre,44762,202000000,521,237,5,3,Rain,LEO,Weather,Success,No Failure,238000000
8694,2019,3,4,France,NASA,Falcon 9,Kennedy Space Center,16755,90000000,630,29,9,2,Clear,GEO,Scientific,Success,No Failure,263000000
8695,2008,4,23,France,Roscosmos,H-IIA,Satish Dhawan Space Centre,4959,85000000,972,63,11,1,Rain,GEO,Communication,Success,No Failure,256000000
8696,2016,9,19,USA,NASA,H-IIA,Satish Dhawan Space Centre,22449,475000000,507,15,1,6,Rain,GEO,Military,Success,No Failure,588000000
8697,2014,3,15,France,NASA,Falcon 9,Kennedy Space Center,2468,348000000,893,238,12,2,Storm,MEO,Navigation,Success,No Failure,405000000
8698,2001,12,5,Russia,SpaceX,GSLV Mk III,Jiuquan Satellite Launch Center,35799,269000000,387,9,0,7,Storm,Sun-Synchronous,Military,Success,No Failure,464000000
8699,2003,5,26,China,NASA,Starship,Satish Dhawan Space Centre,30121,174000000,791,336,14,4,Clear,Polar,Navigation,Success,No Failure,332000000
8700,2018,10,8,China,NASA,Long March 5,Satish Dhawan Space Centre,39657,431000000,953,322,14,7,Cloudy,MEO,Navigation,Success,No Failure,482000000
8701,2016,9,21,Russia,SpaceX,Falcon 9,Baikonur Cosmodrome,9455,440000000,471,1,11,3,Storm,Polar,Navigation,Success,No Failure,502000000
8702,2004,12,5,France,NASA,H-IIA,Baikonur Cosmodrome,27754,98000000,424,121,3,3,Rain,LEO,Weather,Success,No Failure,256000000
8703,2006,7,11,France,CNSA,Long March 5,Tanegashima Space Center,28887,38000000,911,9,14,4,Rain,Polar,Communication,Success,No Failure,72000000
8704,2017,2,6,France,JAXA,Long March 5,Guiana Space Centre,31584,497000000,698,313,1,5,Rain,Polar,Scientific,Success,No Failure,587000000
8705,2020,6,13,UAE,NASA,H-IIA,Jiuquan Satellite Launch Center,1401,454000000,673,184,11,3,Cloudy,LEO,Scientific,Success,No Failure,545000000
8706,2021,9,15,India,Roscosmos,Falcon 9,Tanegashima Space Center,31405,288000000,348,148,6,7,Cloudy,MEO,Scientific,Success,No Failure,417000000
8707,2006,12,16,Japan,NASA,Falcon Heavy,Baikonur Cosmodrome,26594,64000000,74,238,10,1,Cloudy,MEO,Communication,Success,No Failure,134000000
8708,2016,6,25,Russia,NASA,Falcon Heavy,Baikonur Cosmodrome,39233,281000000,655,258,6,1,Clear,LEO,Weather,Success,No Failure,397000000
8709,2006,3,12,Russia,Roscosmos,Long March 5,Kennedy Space Center,36524,241000000,115,257,2,3,Cloudy,MEO,Scientific,Success,No Failure,277000000
8710,2003,5,2,UAE,JAXA,Falcon Heavy,Kennedy Space Center,38774,148000000,578,330,10,4,Rain,Sun-Synchronous,Weather,Success,No Failure,289000000
8711,2007,5,17,Russia,SpaceX,Long March 5,Baikonur Cosmodrome,31499,125000000,670,310,9,6,Rain,Polar,Military,Success,No Failure,194000000
8712,2012,11,12,Russia,CNSA,H-IIA,Satish Dhawan Space Centre,45446,270000000,440,19,0,2,Clear,MEO,Communication,Failure,Engine Failure,374000000
8713,2003,6,22,UAE,JAXA,GSLV Mk III,Tanegashima Space Center,2193,140000000,327,18,1,3,Cloudy,Polar,Military,Success,No Failure,168000000
8714,2005,5,9,Russia,NASA,Falcon 9,Baikonur Cosmodrome,35397,249000000,59,280,12,0,Storm,MEO,Communication,Success,No Failure,403000000
8715,2024,1,16,France,CNSA,Long March 5,Jiuquan Satellite Launch Center,37279,300000000,395,127,7,1,Clear,Polar,Weather,Success,No Failure,370000000
8716,2004,4,27,UAE,ESA,Falcon Heavy,Baikonur Cosmodrome,1865,246000000,190,308,3,0,Storm,LEO,Weather,Success,No Failure,417000000
8717,2011,6,5,India,CNSA,Falcon Heavy,Kennedy Space Center,8887,429000000,859,214,2,6,Rain,LEO,Military,Failure,Communication Failure,617000000
8718,2003,9,9,USA,SpaceX,Soyuz,Tanegashima Space Center,6703,416000000,77,276,9,0,Cloudy,LEO,Communication,Success,No Failure,442000000
8719,2023,12,18,France,SpaceX,Soyuz,Tanegashima Space Center,33418,294000000,149,329,6,7,Clear,Sun-Synchronous,Scientific,Success,No Failure,372000000
8720,2008,1,5,France,JAXA,Ariane 6,Guiana Space Centre,5680,157000000,236,207,9,0,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,264000000
8721,2003,7,12,Japan,NASA,Falcon Heavy,Baikonur Cosmodrome,30842,192000000,828,188,3,6,Cloudy,LEO,Navigation,Success,No Failure,240000000
8722,2018,2,12,UAE,Roscosmos,Ariane 6,Guiana Space Centre,33598,346000000,442,16,1,3,Storm,Polar,Military,Success,No Failure,426000000
8723,2023,2,9,USA,SpaceX,Ariane 6,Kennedy Space Center,28186,290000000,769,141,2,3,Storm,LEO,Weather,Success,No Failure,313000000
8724,2013,11,14,Russia,Roscosmos,Ariane 6,Guiana Space Centre,45149,234000000,898,6,14,0,Rain,LEO,Military,Success,No Failure,387000000
8725,2004,4,12,USA,JAXA,GSLV Mk III,Satish Dhawan Space Centre,7900,247000000,360,281,3,3,Storm,GEO,Scientific,Success,No Failure,408000000
8726,2017,12,14,India,JAXA,Starship,Baikonur Cosmodrome,44408,126000000,310,319,0,0,Storm,Sun-Synchronous,Navigation,Success,No Failure,185000000
8727,2009,7,20,China,ESA,Long March 5,Baikonur Cosmodrome,28317,178000000,118,175,7,0,Storm,Sun-Synchronous,Communication,Success,No Failure,213000000
8728,2024,11,3,France,Roscosmos,Soyuz,Tanegashima Space Center,11087,401000000,87,15,10,5,Rain,LEO,Scientific,Success,No Failure,555000000
8729,2018,9,7,UAE,JAXA,Long March 5,Guiana Space Centre,35312,155000000,115,310,7,2,Rain,LEO,Scientific,Success,No Failure,190000000
8730,2011,7,27,UAE,JAXA,Soyuz,Tanegashima Space Center,38913,270000000,524,128,4,5,Storm,GEO,Military,Success,No Failure,451000000
8731,2017,3,21,USA,JAXA,Falcon 9,Jiuquan Satellite Launch Center,23438,49000000,543,14,14,6,Clear,GEO,Communication,Success,No Failure,101000000
8732,2016,9,4,Japan,ISRO,Falcon 9,Guiana Space Centre,20483,117000000,796,249,12,2,Storm,Sun-Synchronous,Scientific,Success,No Failure,183000000
8733,2023,4,2,India,JAXA,Falcon Heavy,Guiana Space Centre,23925,116000000,516,34,13,7,Clear,Sun-Synchronous,Navigation,Success,No Failure,231000000
8734,2010,12,12,China,JAXA,Falcon 9,Kennedy Space Center,5510,276000000,113,20,5,2,Clear,Sun-Synchronous,Weather,Success,No Failure,288000000
8735,2002,6,2,India,Roscosmos,H-IIA,Guiana Space Centre,8348,291000000,796,250,3,4,Storm,Sun-Synchronous,Scientific,Success,No Failure,369000000
8736,2022,4,12,UAE,SpaceX,Falcon 9,Tanegashima Space Center,22529,389000000,714,362,10,1,Cloudy,Polar,Military,Success,No Failure,546000000
8737,2016,3,9,Russia,Roscosmos,Starship,Jiuquan Satellite Launch Center,45474,30000000,229,272,13,3,Cloudy,LEO,Scientific,Success,No Failure,141000000
8738,2000,1,23,China,Roscosmos,Ariane 6,Guiana Space Centre,47846,430000000,727,195,2,7,Rain,Polar,Military,Success,No Failure,607000000
8739,2014,2,1,UAE,ISRO,GSLV Mk III,Guiana Space Centre,16690,361000000,894,238,2,2,Cloudy,MEO,Communication,Success,No Failure,503000000
8740,2008,3,5,Japan,ISRO,Falcon Heavy,Baikonur Cosmodrome,49613,187000000,836,103,14,1,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,386000000
8741,2014,12,22,China,NASA,Starship,Baikonur Cosmodrome,32526,230000000,148,307,12,1,Rain,Sun-Synchronous,Navigation,Success,No Failure,392000000
8742,2023,8,12,UAE,SpaceX,H-IIA,Jiuquan Satellite Launch Center,44130,191000000,586,243,3,5,Clear,LEO,Scientific,Failure,Engine Failure,337000000
8743,2002,10,21,Japan,JAXA,Falcon Heavy,Baikonur Cosmodrome,18459,345000000,353,215,12,3,Rain,Sun-Synchronous,Weather,Success,No Failure,496000000
8744,2021,11,27,Russia,NASA,GSLV Mk III,Satish Dhawan Space Centre,39991,139000000,122,243,14,5,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,159000000
8745,2018,7,28,Japan,JAXA,Falcon Heavy,Baikonur Cosmodrome,6254,204000000,596,77,5,4,Storm,Polar,Weather,Failure,Engine Failure,359000000
8746,2012,8,15,India,JAXA,Long March 5,Satish Dhawan Space Centre,2713,451000000,996,121,1,0,Rain,MEO,Scientific,Success,No Failure,570000000
8747,2011,1,8,USA,ISRO,Long March 5,Jiuquan Satellite Launch Center,10355,443000000,192,302,5,2,Cloudy,Polar,Navigation,Success,No Failure,572000000
8748,2019,4,7,India,JAXA,Long March 5,Satish Dhawan Space Centre,9055,58000000,263,40,7,6,Rain,GEO,Navigation,Success,No Failure,201000000
8749,2000,6,4,UAE,JAXA,Falcon 9,Jiuquan Satellite Launch Center,48779,487000000,766,29,8,4,Storm,Sun-Synchronous,Weather,Success,No Failure,499000000
8750,2020,9,21,UAE,Roscosmos,GSLV Mk III,Tanegashima Space Center,6044,406000000,354,232,12,6,Storm,Polar,Communication,Success,No Failure,489000000
8751,2016,2,19,France,ISRO,Starship,Baikonur Cosmodrome,21637,458000000,463,145,3,3,Storm,LEO,Weather,Success,No Failure,616000000
8752,2012,8,7,India,ESA,Starship,Guiana Space Centre,36900,276000000,966,249,4,4,Cloudy,MEO,Navigation,Success,No Failure,474000000
8753,2000,5,25,China,Roscosmos,H-IIA,Kennedy Space Center,6088,298000000,778,93,7,7,Cloudy,MEO,Scientific,Success,No Failure,348000000
8754,2009,1,2,Russia,NASA,Soyuz,Guiana Space Centre,39926,249000000,394,325,9,5,Rain,LEO,Scientific,Success,No Failure,318000000
8755,2014,3,25,France,Roscosmos,Starship,Baikonur Cosmodrome,26350,470000000,793,85,1,7,Cloudy,LEO,Communication,Success,No Failure,641000000
8756,2006,5,20,France,ESA,Ariane 6,Guiana Space Centre,10137,465000000,647,322,9,1,Storm,Sun-Synchronous,Scientific,Success,No Failure,588000000
8757,2021,3,24,France,ISRO,Long March 5,Baikonur Cosmodrome,5327,134000000,543,246,1,4,Storm,MEO,Navigation,Success,No Failure,221000000
8758,2017,8,10,UAE,SpaceX,Ariane 6,Baikonur Cosmodrome,28033,437000000,730,75,8,2,Cloudy,LEO,Scientific,Success,No Failure,547000000
8759,2015,5,3,USA,JAXA,H-IIA,Guiana Space Centre,39406,420000000,948,151,10,6,Storm,GEO,Navigation,Success,No Failure,521000000
8760,2013,6,23,Japan,CNSA,Ariane 6,Satish Dhawan Space Centre,12148,323000000,174,135,5,4,Storm,MEO,Scientific,Success,No Failure,410000000
8761,2017,11,8,China,SpaceX,Long March 5,Tanegashima Space Center,39247,110000000,890,190,9,7,Cloudy,LEO,Communication,Failure,Navigation Error,206000000
8762,2006,1,20,UAE,SpaceX,Soyuz,Tanegashima Space Center,16238,328000000,457,34,8,4,Storm,Polar,Scientific,Failure,Engine Failure,516000000
8763,2016,8,9,Russia,JAXA,Falcon 9,Tanegashima Space Center,14039,80000000,285,358,12,1,Storm,LEO,Military,Success,No Failure,170000000
8764,2017,6,10,UAE,ISRO,Starship,Tanegashima Space Center,10857,122000000,928,105,9,6,Storm,MEO,Military,Success,No Failure,295000000
8765,2011,6,10,USA,SpaceX,GSLV Mk III,Kennedy Space Center,26085,234000000,706,51,6,5,Rain,Sun-Synchronous,Navigation,Success,No Failure,406000000
8766,2007,2,11,UAE,ESA,Soyuz,Jiuquan Satellite Launch Center,16094,121000000,666,172,12,4,Clear,GEO,Navigation,Success,No Failure,317000000
8767,2021,4,9,UAE,JAXA,Starship,Baikonur Cosmodrome,38555,414000000,393,70,4,6,Storm,LEO,Scientific,Success,No Failure,539000000
8768,2001,4,16,India,ISRO,Falcon 9,Kennedy Space Center,44279,162000000,825,208,11,1,Clear,MEO,Military,Success,No Failure,245000000
8769,2006,7,10,Russia,SpaceX,Ariane 6,Tanegashima Space Center,48533,109000000,695,322,8,2,Storm,LEO,Scientific,Failure,Communication Failure,225000000
8770,2003,3,18,France,JAXA,GSLV Mk III,Tanegashima Space Center,42155,137000000,570,96,8,2,Rain,LEO,Navigation,Failure,Engine Failure,288000000
8771,2017,5,19,Russia,CNSA,GSLV Mk III,Guiana Space Centre,5117,158000000,576,58,1,0,Storm,MEO,Weather,Success,No Failure,256000000
8772,2005,3,28,Russia,NASA,H-IIA,Tanegashima Space Center,42842,410000000,113,120,7,5,Rain,Polar,Military,Success,No Failure,609000000
8773,2008,7,28,India,ISRO,Ariane 6,Baikonur Cosmodrome,11187,322000000,739,171,7,0,Clear,MEO,Military,Success,No Failure,352000000
8774,2008,1,19,Japan,ISRO,Falcon 9,Tanegashima Space Center,7296,259000000,551,111,1,7,Rain,MEO,Weather,Success,No Failure,437000000
8775,2013,4,12,UAE,Roscosmos,Starship,Tanegashima Space Center,40301,155000000,685,61,9,1,Cloudy,Sun-Synchronous,Weather,Success,No Failure,224000000
8776,2007,10,18,China,JAXA,Ariane 6,Kennedy Space Center,7247,24000000,60,256,6,0,Rain,LEO,Military,Success,No Failure,90000000
8777,2018,2,23,France,SpaceX,Falcon Heavy,Baikonur Cosmodrome,46676,228000000,656,156,0,0,Clear,LEO,Military,Success,No Failure,331000000
8778,2002,3,23,Japan,NASA,H-IIA,Satish Dhawan Space Centre,8436,106000000,681,185,4,3,Cloudy,MEO,Military,Success,No Failure,218000000
8779,2017,6,22,USA,JAXA,Starship,Guiana Space Centre,32793,469000000,479,41,4,0,Clear,Polar,Navigation,Success,No Failure,490000000
8780,2004,3,5,UAE,CNSA,Ariane 6,Satish Dhawan Space Centre,17642,366000000,350,201,9,7,Clear,Sun-Synchronous,Military,Failure,Fuel Leak,560000000
8781,2013,11,24,France,ESA,Ariane 6,Jiuquan Satellite Launch Center,34547,338000000,295,50,4,5,Cloudy,Polar,Communication,Success,No Failure,387000000
8782,2003,6,8,China,ISRO,Soyuz,Kennedy Space Center,13196,296000000,638,90,1,7,Storm,Polar,Military,Success,No Failure,443000000
8783,2006,8,4,UAE,ESA,Soyuz,Tanegashima Space Center,13597,474000000,143,237,13,7,Storm,Sun-Synchronous,Weather,Success,No Failure,545000000
8784,2019,11,19,USA,ESA,Starship,Guiana Space Centre,6728,394000000,364,346,2,4,Clear,Sun-Synchronous,Communication,Success,No Failure,416000000
8785,2024,12,17,India,ESA,H-IIA,Jiuquan Satellite Launch Center,48556,140000000,202,325,12,2,Clear,Polar,Weather,Success,No Failure,339000000
8786,2011,2,7,Japan,Roscosmos,Long March 5,Jiuquan Satellite Launch Center,28649,264000000,289,337,5,0,Clear,Polar,Weather,Success,No Failure,340000000
8787,2001,11,12,UAE,JAXA,Soyuz,Baikonur Cosmodrome,14641,377000000,189,282,0,6,Clear,Polar,Scientific,Success,No Failure,556000000
8788,2010,6,12,France,ESA,Falcon Heavy,Guiana Space Centre,20854,109000000,646,154,13,1,Rain,LEO,Military,Success,No Failure,241000000
8789,2013,2,6,Russia,SpaceX,Long March 5,Jiuquan Satellite Launch Center,46097,497000000,265,363,11,6,Storm,LEO,Military,Success,No Failure,552000000
8790,2021,11,15,China,SpaceX,Falcon Heavy,Kennedy Space Center,2026,159000000,843,180,5,3,Clear,LEO,Military,Success,No Failure,262000000
8791,2022,7,3,UAE,NASA,GSLV Mk III,Tanegashima Space Center,33458,131000000,419,88,13,6,Storm,LEO,Weather,Success,No Failure,208000000
8792,2015,12,3,France,NASA,Soyuz,Kennedy Space Center,2373,414000000,342,105,5,6,Rain,Sun-Synchronous,Communication,Success,No Failure,539000000
8793,2019,8,2,Russia,CNSA,Ariane 6,Jiuquan Satellite Launch Center,8458,457000000,290,73,6,3,Storm,MEO,Military,Success,No Failure,631000000
8794,2005,9,27,France,ESA,Long March 5,Baikonur Cosmodrome,11707,484000000,584,257,8,2,Clear,LEO,Military,Success,No Failure,551000000
8795,2022,6,15,UAE,ESA,Starship,Satish Dhawan Space Centre,7868,413000000,370,134,8,2,Clear,Polar,Communication,Success,No Failure,484000000
8796,2003,2,24,USA,Roscosmos,Long March 5,Tanegashima Space Center,7989,394000000,94,285,3,1,Rain,MEO,Communication,Success,No Failure,578000000
